tgDataLogger2 started logging at time 01112017_141027, with 7 sensors on 1 senseable objects.
time,0_compound(compound_4cBWDx).X,0_compound(compound_4cBWDx).Y,0_compound(compound_4cBWDx).Z,0_compound(compound_4cBWDx).Euler1,0_compound(compound_4cBWDx).Euler2,0_compound(compound_4cBWDx).Euler3,0_compound(compound_4cBWDx).mass,1_compound(compound_S22Jjz).X,1_compound(compound_S22Jjz).Y,1_compound(compound_S22Jjz).Z,1_compound(compound_S22Jjz).Euler1,1_compound(compound_S22Jjz).Euler2,1_compound(compound_S22Jjz).Euler3,1_compound(compound_S22Jjz).mass,2_compound(compound_V41mtz).X,2_compound(compound_V41mtz).Y,2_compound(compound_V41mtz).Z,2_compound(compound_V41mtz).Euler1,2_compound(compound_V41mtz).Euler2,2_compound(compound_V41mtz).Euler3,2_compound(compound_V41mtz).mass,3_compound(compound_cCHryD).X,3_compound(compound_cCHryD).Y,3_compound(compound_cCHryD).Z,3_compound(compound_cCHryD).Euler1,3_compound(compound_cCHryD).Euler2,3_compound(compound_cCHryD).Euler3,3_compound(compound_cCHryD).mass,4_compound(compound_fa37Jn).X,4_compound(compound_fa37Jn).Y,4_compound(compound_fa37Jn).Z,4_compound(compound_fa37Jn).Euler1,4_compound(compound_fa37Jn).Euler2,4_compound(compound_fa37Jn).Euler3,4_compound(compound_fa37Jn).mass,5_compound(compound_hMaiRr).X,5_compound(compound_hMaiRr).Y,5_compound(compound_hMaiRr).Z,5_compound(compound_hMaiRr).Euler1,5_compound(compound_hMaiRr).Euler2,5_compound(compound_hMaiRr).Euler3,5_compound(compound_hMaiRr).mass,6_compound(compound_sbzayy).X,6_compound(compound_sbzayy).Y,6_compound(compound_sbzayy).Z,6_compound(compound_sbzayy).Euler1,6_compound(compound_sbzayy).Euler2,6_compound(compound_sbzayy).Euler3,6_compound(compound_sbzayy).mass,
18.6345,-32.1599,21.5855,3.9165,,,,0.195487,-41.724,26.0218,7.39812,,,,0.195487,-57.7916,37.7881,17.0836,,,,0.195487,-11.056,16.0281,0.157209,,,,0.195487,0,0,0,,,,0,-50.3337,31.4592,11.8274,,,,0.195487,-21.858,18.2345,1.47889,,,,0.195487,
18.6446,-32.1538,21.5917,3.92,,,,0.195487,-41.7145,26.0325,7.40479,,,,0.195487,-57.7675,37.8084,17.097,,,,0.195487,-11.0544,16.029,0.157326,,,,0.195487,0,0,0,,,,0,-50.3174,31.4741,11.8371,,,,0.195487,-21.8555,18.2379,1.48034,,,,0.195487,
18.6547,-32.1485,21.5984,3.92371,,,,0.195487,-41.7042,26.0427,7.41117,,,,0.195487,-57.7431,37.8283,17.1102,,,,0.195487,-11.0536,16.0302,0.157493,,,,0.195487,0,0,0,,,,0,-50.3017,31.4895,11.8472,,,,0.195487,-21.8521,18.241,1.48167,,,,0.195487,
18.6648,-32.1424,21.6046,3.92722,,,,0.195487,-41.6947,26.0534,7.41783,,,,0.195487,-57.719,37.8485,17.1236,,,,0.195487,-11.052,16.0311,0.157611,,,,0.195487,0,0,0,,,,0,-50.2854,31.5044,11.8569,,,,0.195487,-21.8497,18.2443,1.48313,,,,0.195487,
18.6749,-32.1372,21.6112,3.93094,,,,0.195487,-41.6844,26.0636,7.4242,,,,0.195487,-57.6947,37.8684,17.1367,,,,0.195487,-11.0512,16.0322,0.157779,,,,0.195487,0,0,0,,,,0,-50.2697,31.5198,11.8669,,,,0.195487,-21.8463,18.2473,1.48446,,,,0.195487,
18.685,-32.1311,21.6174,3.93443,,,,0.195487,-41.6749,26.0743,7.43087,,,,0.195487,-57.6705,37.8885,17.1501,,,,0.195487,-11.0496,16.0331,0.157898,,,,0.195487,0,0,0,,,,0,-50.2534,31.5346,11.8766,,,,0.195487,-21.8438,18.2507,1.48592,,,,0.195487,
18.6951,-32.1258,21.624,3.93816,,,,0.195487,-41.6646,26.0845,7.43721,,,,0.195487,-57.6461,37.9084,17.1632,,,,0.195487,-11.0488,16.0342,0.158064,,,,0.195487,0,0,0,,,,0,-50.2377,31.5499,11.8866,,,,0.195487,-21.8405,18.2537,1.48724,,,,0.195487,
18.7052,-32.1197,21.6302,3.94163,,,,0.195487,-41.6551,26.0952,7.44386,,,,0.195487,-57.622,37.9284,17.1765,,,,0.195487,-11.0472,16.0352,0.158185,,,,0.195487,0,0,0,,,,0,-50.2213,31.5647,11.8963,,,,0.195487,-21.838,18.257,1.48871,,,,0.195487,
18.7153,-32.1145,21.6367,3.94535,,,,0.195487,-41.6448,26.1053,7.4502,,,,0.195487,-57.5976,37.9482,17.1896,,,,0.195487,-11.0464,16.0363,0.158351,,,,0.195487,0,0,0,,,,0,-50.2056,31.58,11.9062,,,,0.195487,-21.8346,18.2601,1.49002,,,,0.195487,
18.7254,-32.1083,21.6429,3.94883,,,,0.195487,-41.6353,26.116,7.45683,,,,0.195487,-57.5735,37.9683,17.2029,,,,0.195487,-11.0448,16.0372,0.15847,,,,0.195487,0,0,0,,,,0,-50.1893,31.5948,11.9159,,,,0.195487,-21.8322,18.2634,1.49151,,,,0.195487,
18.7355,-32.1031,21.6495,3.95258,,,,0.195487,-41.6249,26.1261,7.46319,,,,0.195487,-57.549,37.988,17.2159,,,,0.195487,-11.044,16.0383,0.15864,,,,0.195487,0,0,0,,,,0,-50.1736,31.6101,11.9259,,,,0.195487,-21.8288,18.2664,1.49283,,,,0.195487,
18.7456,-32.097,21.6557,3.95603,,,,0.195487,-41.6154,26.1367,7.46982,,,,0.195487,-57.5249,38.008,17.2292,,,,0.195487,-11.0424,16.0392,0.158757,,,,0.195487,0,0,0,,,,0,-50.1572,31.6248,11.9355,,,,0.195487,-21.8263,18.2697,1.49426,,,,0.195487,
18.7557,-32.0917,21.6622,3.95969,,,,0.195487,-41.6051,26.1469,7.47614,,,,0.195487,-57.5004,38.0277,17.2422,,,,0.195487,-11.0416,16.0403,0.158924,,,,0.195487,0,0,0,,,,0,-50.1415,31.6401,11.9454,,,,0.195487,-21.8229,18.2727,1.49559,,,,0.195487,
18.7658,-32.0856,21.6684,3.96322,,,,0.195487,-41.5956,26.1575,7.48275,,,,0.195487,-57.4763,38.0477,17.2554,,,,0.195487,-11.04,16.0413,0.159045,,,,0.195487,0,0,0,,,,0,-50.1251,31.6548,11.955,,,,0.195487,-21.8205,18.276,1.49706,,,,0.195487,
18.7759,-32.0803,21.675,3.96686,,,,0.195487,-41.5853,26.1676,7.48905,,,,0.195487,-57.4518,38.0674,17.2684,,,,0.195487,-11.0392,16.0424,0.159213,,,,0.195487,0,0,0,,,,0,-50.1094,31.67,11.965,,,,0.195487,-21.8171,18.2791,1.49838,,,,0.195487,
18.786,-32.0742,21.6811,3.97031,,,,0.195487,-41.5757,26.1783,7.4957,,,,0.195487,-57.4276,38.0873,17.2815,,,,0.195487,-11.0376,16.0433,0.159327,,,,0.195487,0,0,0,,,,0,-50.093,31.6848,11.9745,,,,0.195487,-21.8147,18.2824,1.49976,,,,0.195487,
18.7961,-32.0689,21.6877,3.97398,,,,0.195487,-41.5654,26.1884,7.50196,,,,0.195487,-57.4032,38.107,17.2945,,,,0.195487,-11.0369,16.0444,0.159494,,,,0.195487,0,0,0,,,,0,-50.0773,31.7,11.9844,,,,0.195487,-21.8113,18.2854,1.50112,,,,0.195487,
18.8062,-32.0628,21.6938,3.97747,,,,0.195487,-41.5558,26.199,7.50854,,,,0.195487,-57.3789,38.1269,17.3076,,,,0.195487,-11.0352,16.0453,0.159614,,,,0.195487,0,0,0,,,,0,-50.0609,31.7147,11.9939,,,,0.195487,-21.8088,18.2887,1.50255,,,,0.195487,
18.8163,-32.0576,21.7004,3.98107,,,,0.195487,-41.5455,26.2091,7.51481,,,,0.195487,-57.3544,38.1465,17.3205,,,,0.195487,-11.0345,16.0464,0.159779,,,,0.195487,0,0,0,,,,0,-50.0451,31.7299,12.0038,,,,0.195487,-21.8054,18.2918,1.50386,,,,0.195487,
18.8264,-32.0514,21.7065,3.98454,,,,0.195487,-41.5359,26.2198,7.52136,,,,0.195487,-57.3302,38.1664,17.3335,,,,0.195487,-11.0328,16.0474,0.159894,,,,0.195487,0,0,0,,,,0,-50.0286,31.7446,12.0133,,,,0.195487,-21.803,18.295,1.5053,,,,0.195487,
18.8365,-32.0461,21.7131,3.98821,,,,0.195487,-41.5255,26.2299,7.52767,,,,0.195487,-57.3057,38.186,17.3464,,,,0.195487,-11.0321,16.0484,0.160063,,,,0.195487,0,0,0,,,,0,-50.0129,31.7598,12.0232,,,,0.195487,-21.7996,18.2981,1.50663,,,,0.195487,
18.8466,-32.04,21.7193,3.99167,,,,0.195487,-41.516,26.2405,7.53421,,,,0.195487,-57.2814,38.2059,17.3594,,,,0.195487,-11.0304,16.0494,0.16018,,,,0.195487,0,0,0,,,,0,-49.9964,31.7745,12.0327,,,,0.195487,-21.7971,18.3014,1.50807,,,,0.195487,
18.8567,-32.0348,21.7258,3.9953,,,,0.195487,-41.5056,26.2506,7.5405,,,,0.195487,-57.2568,38.2256,17.3722,,,,0.195487,-11.0297,16.0505,0.160344,,,,0.195487,0,0,0,,,,0,-49.9806,31.7897,12.0425,,,,0.195487,-21.7937,18.3044,1.50935,,,,0.195487,
18.8668,-32.0286,21.732,3.99876,,,,0.195487,-41.4961,26.2612,7.54699,,,,0.195487,-57.2326,38.2454,17.3852,,,,0.195487,-11.028,16.0514,0.160463,,,,0.195487,0,0,0,,,,0,-49.9642,31.8044,12.0519,,,,0.195487,-21.7912,18.3077,1.51081,,,,0.195487,
18.8769,-32.0233,21.7385,4.00235,,,,0.195487,-41.4856,26.2714,7.55321,,,,0.195487,-57.2079,38.2651,17.398,,,,0.195487,-11.0273,16.0525,0.16063,,,,0.195487,0,0,0,,,,0,-49.9484,31.8196,12.0617,,,,0.195487,-21.7878,18.3107,1.51211,,,,0.195487,
18.887,-32.0171,21.7447,4.00577,,,,0.195487,-41.4761,26.282,7.55974,,,,0.195487,-57.1836,38.2849,17.4109,,,,0.195487,-11.0256,16.0535,0.16074,,,,0.195487,0,0,0,,,,0,-49.9318,31.8343,12.0712,,,,0.195487,-21.7854,18.3141,1.51349,,,,0.195487,
18.8971,-32.0119,21.7513,4.00939,,,,0.195487,-41.4657,26.2921,7.56594,,,,0.195487,-57.159,38.3045,17.4236,,,,0.195487,-11.0249,16.0546,0.160905,,,,0.195487,0,0,0,,,,0,-49.916,31.8495,12.0809,,,,0.195487,-21.782,18.3171,1.5148,,,,0.195487,
18.9072,-32.0057,21.7574,4.01281,,,,0.195487,-41.4561,26.3027,7.57247,,,,0.195487,-57.1347,38.3244,17.4365,,,,0.195487,-11.0233,16.0555,0.161019,,,,0.195487,0,0,0,,,,0,-49.8995,31.8643,12.0903,,,,0.195487,-21.7795,18.3204,1.51622,,,,0.195487,
18.9173,-32.0004,21.764,4.01645,,,,0.195487,-41.4457,26.3129,7.57865,,,,0.195487,-57.11,38.344,17.4492,,,,0.195487,-11.0225,16.0566,0.161186,,,,0.195487,0,0,0,,,,0,-49.8837,31.8794,12.1001,,,,0.195487,-21.7761,18.3234,1.51753,,,,0.195487,
18.9274,-31.9943,21.7702,4.01984,,,,0.195487,-41.4361,26.3235,7.58517,,,,0.195487,-57.0856,38.3638,17.4621,,,,0.195487,-11.0209,16.0575,0.161297,,,,0.195487,0,0,0,,,,0,-49.8671,31.8941,12.1094,,,,0.195487,-21.7737,18.3268,1.51893,,,,0.195487,
18.9375,-31.989,21.7767,4.02346,,,,0.195487,-41.4256,26.3336,7.59133,,,,0.195487,-57.061,38.3834,17.4747,,,,0.195487,-11.0201,16.0586,0.161462,,,,0.195487,0,0,0,,,,0,-49.8513,31.9093,12.1192,,,,0.195487,-21.7703,18.3298,1.52024,,,,0.195487,
18.9476,-31.9828,21.7829,4.02682,,,,0.195487,-41.416,26.3443,7.5978,,,,0.195487,-57.0366,38.4032,17.4875,,,,0.195487,-11.0185,16.0595,0.161575,,,,0.195487,0,0,0,,,,0,-49.8347,31.924,12.1285,,,,0.195487,-21.7678,18.3331,1.52164,,,,0.195487,
18.9577,-31.9775,21.7895,4.03045,,,,0.195487,-41.4056,26.3544,7.60393,,,,0.195487,-57.0119,38.4228,17.5001,,,,0.195487,-11.0177,16.0607,0.161739,,,,0.195487,0,0,0,,,,0,-49.8189,31.9392,12.1382,,,,0.195487,-21.7644,18.3361,1.52293,,,,0.195487,
18.9678,-31.9713,21.7957,4.0338,,,,0.195487,-41.396,26.365,7.6104,,,,0.195487,-56.9875,38.4426,17.5128,,,,0.195487,-11.0161,16.0616,0.161848,,,,0.195487,0,0,0,,,,0,-49.8023,31.9538,12.1475,,,,0.195487,-21.7619,18.3395,1.52432,,,,0.195487,
18.9779,-31.966,21.8022,4.03739,,,,0.195487,-41.3855,26.3751,7.61651,,,,0.195487,-56.9628,38.4621,17.5254,,,,0.195487,-11.0153,16.0627,0.16201,,,,0.195487,0,0,0,,,,0,-49.7864,31.969,12.1571,,,,0.195487,-21.7585,18.3425,1.5256,,,,0.195487,
18.988,-31.9598,21.8084,4.04073,,,,0.195487,-41.3759,26.3857,7.62295,,,,0.195487,-56.9384,38.4818,17.538,,,,0.195487,-11.0137,16.0636,0.162122,,,,0.195487,0,0,0,,,,0,-49.7699,31.9837,12.1664,,,,0.195487,-21.7561,18.3458,1.52701,,,,0.195487,
18.9981,-31.9546,21.815,4.04436,,,,0.195487,-41.3655,26.3958,7.62905,,,,0.195487,-56.9136,38.5013,17.5505,,,,0.195487,-11.0129,16.0647,0.162284,,,,0.195487,0,0,0,,,,0,-49.754,31.9988,12.176,,,,0.195487,-21.7527,18.3488,1.52828,,,,0.195487,
19.0082,-31.9484,21.8211,4.04768,,,,0.195487,-41.3559,26.4064,7.63548,,,,0.195487,-56.8892,38.5211,17.5632,,,,0.195487,-11.0113,16.0657,0.162392,,,,0.195487,0,0,0,,,,0,-49.7374,32.0134,12.1852,,,,0.195487,-21.7502,18.3521,1.52968,,,,0.195487,
19.0183,-31.9431,21.8276,4.05125,,,,0.195487,-41.3454,26.4165,7.64154,,,,0.195487,-56.8645,38.5405,17.5756,,,,0.195487,-11.0106,16.0668,0.162555,,,,0.195487,0,0,0,,,,0,-49.7215,32.0286,12.1948,,,,0.195487,-21.7468,18.3551,1.53095,,,,0.195487,
19.0284,-31.9369,21.8337,4.05457,,,,0.195487,-41.3358,26.427,7.64794,,,,0.195487,-56.8401,38.5602,17.5882,,,,0.195487,-11.0089,16.0677,0.162664,,,,0.195487,0,0,0,,,,0,-49.7049,32.0431,12.204,,,,0.195487,-21.7443,18.3585,1.53234,,,,0.195487,
19.0385,-31.9317,21.8403,4.05816,,,,0.195487,-41.3254,26.4371,7.65399,,,,0.195487,-56.8154,38.5795,17.6005,,,,0.195487,-11.0082,16.0688,0.162823,,,,0.195487,0,0,0,,,,0,-49.6891,32.0582,12.2135,,,,0.195487,-21.7409,18.3615,1.53359,,,,0.195487,
19.0486,-31.9254,21.8464,4.06147,,,,0.195487,-41.3157,26.4476,7.66037,,,,0.195487,-56.7909,38.5992,17.6131,,,,0.195487,-11.0065,16.0697,0.16293,,,,0.195487,0,0,0,,,,0,-49.6725,32.0727,12.2226,,,,0.195487,-21.7385,18.3648,1.53499,,,,0.195487,
19.0587,-31.9201,21.8529,4.065,,,,0.195487,-41.3053,26.4577,7.6664,,,,0.195487,-56.7662,38.6185,17.6254,,,,0.195487,-11.0058,16.0708,0.163092,,,,0.195487,0,0,0,,,,0,-49.6566,32.0878,12.2322,,,,0.195487,-21.7351,18.3678,1.53625,,,,0.195487,
19.0688,-31.914,21.859,4.06834,,,,0.195487,-41.2957,26.4682,7.67276,,,,0.195487,-56.7418,38.6381,17.6379,,,,0.195487,-11.0042,16.0717,0.163199,,,,0.195487,0,0,0,,,,0,-49.64,32.1023,12.2413,,,,0.195487,-21.7326,18.3711,1.53764,,,,0.195487,
19.0789,-31.9087,21.8656,4.0719,,,,0.195487,-41.2852,26.4782,7.6788,,,,0.195487,-56.717,38.6573,17.6502,,,,0.195487,-11.0034,16.0728,0.163357,,,,0.195487,0,0,0,,,,0,-49.6241,32.1173,12.2508,,,,0.195487,-21.7292,18.3741,1.53888,,,,0.195487,
19.089,-31.9025,21.8716,4.07518,,,,0.195487,-41.2756,26.4887,7.68514,,,,0.195487,-56.6926,38.6769,17.6626,,,,0.195487,-11.0018,16.0737,0.163464,,,,0.195487,0,0,0,,,,0,-49.6075,32.1318,12.2599,,,,0.195487,-21.7267,18.3773,1.54028,,,,0.195487,
19.0991,-31.8972,21.8781,4.0787,,,,0.195487,-41.2652,26.4986,7.69115,,,,0.195487,-56.6679,38.6961,17.6749,,,,0.195487,-11.001,16.0748,0.163624,,,,0.195487,0,0,0,,,,0,-49.5916,32.1467,12.2694,,,,0.195487,-21.7233,18.3803,1.54153,,,,0.195487,
19.1092,-31.891,21.8842,4.08202,,,,0.195487,-41.2555,26.5091,7.69749,,,,0.195487,-56.6435,38.7155,17.6873,,,,0.195487,-10.9994,16.0757,0.16373,,,,0.195487,0,0,0,,,,0,-49.5751,32.1611,12.2784,,,,0.195487,-21.7209,18.3836,1.54291,,,,0.195487,
19.1193,-31.8858,21.8907,4.08557,,,,0.195487,-41.2451,26.519,7.70349,,,,0.195487,-56.6187,38.7347,17.6995,,,,0.195487,-10.9986,16.0769,0.163888,,,,0.195487,0,0,0,,,,0,-49.5592,32.1761,12.2879,,,,0.195487,-21.7175,18.3866,1.54416,,,,0.195487,
19.1294,-31.8795,21.8967,4.08885,,,,0.195487,-41.2355,26.5295,7.70982,,,,0.195487,-56.5943,38.7541,17.7119,,,,0.195487,-10.997,16.0777,0.163994,,,,0.195487,0,0,0,,,,0,-49.5426,32.1904,12.297,,,,0.195487,-21.715,18.3899,1.54554,,,,0.195487,
19.1395,-31.8743,21.9032,4.09237,,,,0.195487,-41.225,26.5394,7.71581,,,,0.195487,-56.5695,38.7731,17.7241,,,,0.195487,-10.9963,16.0788,0.164153,,,,0.195487,0,0,0,,,,0,-49.5267,32.2053,12.3064,,,,0.195487,-21.7116,18.3928,1.54679,,,,0.195487,
19.1496,-31.8681,21.9092,4.09566,,,,0.195487,-41.2154,26.5498,7.72213,,,,0.195487,-56.5451,38.7925,17.7365,,,,0.195487,-10.9946,16.0797,0.164258,,,,0.195487,0,0,0,,,,0,-49.5101,32.2196,12.3154,,,,0.195487,-21.7092,18.3961,1.54817,,,,0.195487,
19.1597,-31.8628,21.9156,4.09922,,,,0.195487,-41.2049,26.5597,7.72813,,,,0.195487,-56.5203,38.8115,17.7486,,,,0.195487,-10.9939,16.0808,0.164417,,,,0.195487,0,0,0,,,,0,-49.4942,32.2345,12.3249,,,,0.195487,-21.7057,18.399,1.54941,,,,0.195487,
19.1698,-31.8566,21.9216,4.10249,,,,0.195487,-41.1953,26.5701,7.73444,,,,0.195487,-56.4959,38.8308,17.761,,,,0.195487,-10.9922,16.0817,0.164523,,,,0.195487,0,0,0,,,,0,-49.4776,32.2488,12.3339,,,,0.195487,-21.7033,18.4023,1.55081,,,,0.195487,
19.1799,-31.8514,21.9281,4.10601,,,,0.195487,-41.1849,26.5799,7.74042,,,,0.195487,-56.4712,38.8498,17.7732,,,,0.195487,-10.9915,16.0828,0.16468,,,,0.195487,0,0,0,,,,0,-49.4617,32.2636,12.3433,,,,0.195487,-21.6999,18.4052,1.55204,,,,0.195487,
19.19,-31.8451,21.934,4.10928,,,,0.195487,-41.1752,26.5903,7.74672,,,,0.195487,-56.4467,38.869,17.7855,,,,0.195487,-10.9899,16.0837,0.164789,,,,0.195487,0,0,0,,,,0,-49.4452,32.2778,12.3523,,,,0.195487,-21.6974,18.4085,1.55345,,,,0.195487,
19.2001,-31.8399,21.9405,4.1128,,,,0.195487,-41.1648,26.6001,7.75269,,,,0.195487,-56.422,38.8879,17.7976,,,,0.195487,-10.9891,16.0848,0.164946,,,,0.195487,0,0,0,,,,0,-49.4293,32.2926,12.3617,,,,0.195487,-21.694,18.4114,1.55467,,,,0.195487,
19.2102,-31.8337,21.9465,4.11609,,,,0.195487,-41.1551,26.6105,7.75898,,,,0.195487,-56.3975,38.907,17.8099,,,,0.195487,-10.9875,16.0857,0.165052,,,,0.195487,0,0,0,,,,0,-49.4127,32.3068,12.3707,,,,0.195487,-21.6916,18.4147,1.55607,,,,0.195487,
19.2203,-31.8284,21.9529,4.11959,,,,0.195487,-41.1447,26.6203,7.76495,,,,0.195487,-56.3727,38.9259,17.8219,,,,0.195487,-10.9867,16.0868,0.16521,,,,0.195487,0,0,0,,,,0,-49.3968,32.3215,12.3801,,,,0.195487,-21.6881,18.4176,1.5573,,,,0.195487,
19.2304,-31.8222,21.9588,4.12287,,,,0.195487,-41.1351,26.6306,7.77122,,,,0.195487,-56.3482,38.945,17.8342,,,,0.195487,-10.9851,16.0877,0.165316,,,,0.195487,0,0,0,,,,0,-49.3801,32.3357,12.3891,,,,0.195487,-21.6857,18.4209,1.55869,,,,0.195487,
19.2405,-31.8169,21.9652,4.12635,,,,0.195487,-41.1246,26.6404,7.77717,,,,0.195487,-56.3235,38.9639,17.8462,,,,0.195487,-10.9843,16.0888,0.165477,,,,0.195487,0,0,0,,,,0,-49.3643,32.3504,12.3984,,,,0.195487,-21.6823,18.4238,1.55993,,,,0.195487,
19.2506,-31.8108,21.9712,4.12966,,,,0.195487,-41.115,26.6507,7.78343,,,,0.195487,-56.2989,38.9829,17.8584,,,,0.195487,-10.9827,16.0896,0.165579,,,,0.195487,0,0,0,,,,0,-49.3476,32.3645,12.4074,,,,0.195487,-21.6798,18.427,1.5613,,,,0.195487,
19.2607,-31.8055,21.9775,4.1331,,,,0.195487,-41.1044,26.6605,7.78936,,,,0.195487,-56.2742,39.0017,17.8704,,,,0.195487,-10.982,16.0908,0.16574,,,,0.195487,0,0,0,,,,0,-49.3317,32.3792,12.4167,,,,0.195487,-21.6764,18.4299,1.56254,,,,0.195487,
19.2708,-31.7993,21.9835,4.1364,,,,0.195487,-41.0949,26.6708,7.79563,,,,0.195487,-56.2496,39.0208,17.8826,,,,0.195487,-10.9803,16.0916,0.165841,,,,0.195487,0,0,0,,,,0,-49.315,32.3934,12.4256,,,,0.195487,-21.6739,18.4332,1.5639,,,,0.195487,
19.2809,-31.794,21.9899,4.13988,,,,0.195487,-41.0843,26.6805,7.80152,,,,0.195487,-56.2248,39.0395,17.8946,,,,0.195487,-10.9796,16.0927,0.166005,,,,0.195487,0,0,0,,,,0,-49.2992,32.408,12.4349,,,,0.195487,-21.6705,18.4361,1.56517,,,,0.195487,
19.291,-31.7878,21.9958,4.14313,,,,0.195487,-41.0747,26.6908,7.8078,,,,0.195487,-56.2003,39.0586,17.9067,,,,0.195487,-10.9779,16.0936,0.166104,,,,0.195487,0,0,0,,,,0,-49.2825,32.4221,12.4438,,,,0.195487,-21.6681,18.4393,1.56651,,,,0.195487,
19.3011,-31.7825,22.0022,4.14663,,,,0.195487,-41.0641,26.7006,7.81367,,,,0.195487,-56.1755,39.0773,17.9187,,,,0.195487,-10.9772,16.0947,0.166266,,,,0.195487,0,0,0,,,,0,-49.2666,32.4368,12.4531,,,,0.195487,-21.6646,18.4423,1.56777,,,,0.195487,
19.3112,-31.7763,22.0081,4.14983,,,,0.195487,-41.0546,26.7109,7.81994,,,,0.195487,-56.1511,39.0963,17.9308,,,,0.195487,-10.9756,16.0955,0.166358,,,,0.195487,0,0,0,,,,0,-49.25,32.451,12.462,,,,0.195487,-21.6622,18.4455,1.56911,,,,0.195487,
19.3213,-31.7717,22.0144,4.15319,,,,0.195487,-41.0449,26.7212,7.82611,,,,0.195487,-56.1281,39.1154,17.9433,,,,0.195487,-10.9749,16.0964,0.166452,,,,0.195487,0,0,0,,,,0,-49.2351,32.4663,12.4718,,,,0.195487,-21.659,18.4481,1.57022,,,,0.195487,
19.3314,-31.7668,22.0207,4.15701,,,,0.195487,-41.0369,26.7328,7.8338,,,,0.195487,-56.1087,39.1349,17.9561,,,,0.195487,-10.9736,16.097,0.16648,,,,0.195487,0,0,0,,,,0,-49.2215,32.4816,12.4819,,,,0.195487,-21.6573,18.4511,1.57161,,,,0.195487,
19.3415,-31.7631,22.029,4.1626,,,,0.195487,-41.0293,26.7445,7.84176,,,,0.195487,-56.0922,39.1534,17.9682,,,,0.195487,-10.9734,16.0985,0.166684,,,,0.195487,0,0,0,,,,0,-49.2107,32.4973,12.4923,,,,0.195487,-21.6548,18.4551,1.57366,,,,0.195487,
19.3516,-31.7587,22.038,4.16779,,,,0.195487,-41.023,26.7572,7.85001,,,,0.195487,-56.0792,39.1707,17.9797,,,,0.195487,-10.9723,16.1007,0.166968,,,,0.195487,0,0,0,,,,0,-49.2008,32.5119,12.5021,,,,0.195487,-21.6533,18.4609,1.57623,,,,0.195487,
19.3617,-31.7553,22.048,4.17257,,,,0.195487,-41.0163,26.7694,7.85688,,,,0.195487,-56.0683,39.1858,17.9901,,,,0.195487,-10.9722,16.1031,0.167327,,,,0.195487,0,0,0,,,,0,-49.1927,32.5264,12.5112,,,,0.195487,-21.6511,18.4665,1.578,,,,0.195487,
19.3718,-31.7515,22.0566,4.17569,,,,0.195487,-41.0113,26.7814,7.86241,,,,0.195487,-56.0591,39.1993,17.9995,,,,0.195487,-10.9712,16.105,0.167632,,,,0.195487,0,0,0,,,,0,-49.185,32.5391,12.5183,,,,0.195487,-21.65,18.4719,1.57962,,,,0.195487,
19.3819,-31.7496,22.064,4.17786,,,,0.195487,-41.0069,26.7905,7.86569,,,,0.195487,-56.05,39.2112,18.007,,,,0.195487,-10.9712,16.107,0.167951,,,,0.195487,0,0,0,,,,0,-49.1791,32.5504,12.5238,,,,0.195487,-21.6483,18.4763,1.58047,,,,0.195487,
19.392,-31.7475,22.0686,4.17856,,,,0.195487,-41.0043,26.7975,7.86771,,,,0.195487,-56.0415,39.2221,18.0121,,,,0.195487,-10.9704,16.1081,0.168147,,,,0.195487,0,0,0,,,,0,-49.1733,32.5589,12.5271,,,,0.195487,-21.648,18.4796,1.58101,,,,0.195487,
19.4021,-31.7469,22.0711,4.1789,,,,0.195487,-41.0013,26.8016,7.86823,,,,0.195487,-56.0336,39.2309,18.0142,,,,0.195487,-10.9707,16.1085,0.168335,,,,0.195487,0,0,0,,,,0,-49.1687,32.566,12.5286,,,,0.195487,-21.6471,18.4804,1.58118,,,,0.195487,
19.4122,-31.7455,22.0711,4.17878,,,,0.195487,-40.9995,26.804,7.86823,,,,0.195487,-56.0278,39.238,18.0136,,,,0.195487,-10.9702,16.1079,0.168419,,,,0.195487,0,0,0,,,,0,-49.1643,32.5703,12.5281,,,,0.195487,-21.6474,18.48,1.58145,,,,0.195487,
19.4223,-31.7455,22.0707,4.17866,,,,0.195487,-40.9979,26.8041,7.8672,,,,0.195487,-56.0241,39.2425,18.0103,,,,0.195487,-10.9706,16.1075,0.168518,,,,0.195487,0,0,0,,,,0,-49.1624,32.5729,12.5265,,,,0.195487,-21.6467,18.4791,1.58148,,,,0.195487,
19.4324,-31.745,22.0694,4.17781,,,,0.195487,-40.9984,26.8037,7.86559,,,,0.195487,-56.0241,39.2445,18.0056,,,,0.195487,-10.9701,16.1072,0.16853,,,,0.195487,0,0,0,,,,0,-49.1621,32.5731,12.5231,,,,0.195487,-21.6471,18.4786,1.58148,,,,0.195487,
19.4425,-31.746,22.0689,4.17645,,,,0.195487,-40.9992,26.8024,7.86246,,,,0.195487,-56.0274,39.243,17.9996,,,,0.195487,-10.9705,16.107,0.168569,,,,0.195487,0,0,0,,,,0,-49.1647,32.5721,12.5188,,,,0.195487,-21.6467,18.4778,1.58089,,,,0.195487,
